sentence_id	sentence	variant	sentence_domain	source	up_votes	down_votes	status
b96deca5c6cc8b84b3f05fece4df7e61252fe0a6a146d971ef074af01e14c27c	معصوم ، چاور، جرو، میش گھریوں اس نے اشنا تھو۔		media_entertainment	امئیں	0	1	pending
bc8d77513fd2e42511bc824bf761a04d81ba9c489729319726b358dc20acef5b	تلاں پَتَیں تاں پُوْڇاں مرگلئ سن٘دژہ۔		general	امَیں لِکہ چھی	1	0	pending
bd64dd46de48a6ed8888475bb56447a8c89396fff7edd4535126ae04007d1566	ہر دیسؤں بیو گلہ آں ہر دیسؤں کھہ۔ مِصراں متل		general	امَیں لِکہ چھی	1	0	pending
be49903eb396bd7f02a77dfd35987b8c06a70d1e3b6bb3dfcd464aa4d72146ff	مہ گنہ بنم چہ مہ دوبیری تھو۔ 		general	انڈس کوہستانی 	1	0	pending
be9a286bc92b84e9b66de32ff60430f5180fd919d3dfbb092a8700fcbcd242fe	چینی واں متل چے پُراں ہوں تھہ۔		general	امَیں لِکہ چھی	1	0	pending
bfba88a0fd073771ff62bbb81a017970c6c0816c27ffbf57536361ad02130e0b	 اماں تَیں زئ ڇیلَیں یاں دَن‌ ہیو کیرؤں پکار تُھو۔			امَیں لِکہ چھی	0	1	pending
c08b3800abb412e05842c44be6082353840bab23f605532cac52280bfeb0a05a	کسیں ژیب چَھیں ہُوۡنۡدُوں تسے تَیں اَییں ژیب سُرسیۡرؤں پکار تُھو۔			امَیں لِکہ چھی	0	1	pending
c0c749d0925c6cdc3068ff91838b0a1882ada42c1c44c6141316b71b64374a71	تَیں گھریں یے چیْن٘دا آں تَیں مھالیْ تَیں پلیل بال بنہ۔		general	امَیں لِکہ چھی	1	0	pending
c1eed14d38bff66e5d3f9ae4ebc07d7cf41a5e22ced0b2e196aa66834112676d	زراعت پیغمبرواں پیشہ تھو۔		agriculture_food	امئیں لکھہ چہ	1	0	pending
c3243f8ee707eb7f2989980b423c190e32ef50a03402bfdf2cf7560b2959e235	بدلاں مزہ ایک سِرِکوک یعنی سہتوک ہُوۡئ تُھو۔			امَیں لِکہ چھی	1	0	pending
c460489c6c4b481f435e20466793fa85bb6082a8fbe65fdbdb9c62ce06026c21	بُڇھہ نہ چو کھؤں اَڅھکوۡ تُھو۔ جرمنی یاں متل۔		general	امَیں لِکہ چھی	1	0	pending
c508aef62679a7a19599081f2b0bb24170c374fd502199f88d93613717120922	کھیں ثالیۡ کران٘لو یا جج کَیں نی ہو تُھو۔ 		history_law_government	امَیں لِکہ چھی	0	1	pending
c57151403c63dde1d7c0c6703f38c3c332aef1d0e9287e4dd6d825778997e2a6	تاں ماسومہ سبقی ڇے چِہ څاں اِیں والا وخ سم ہو		general	امَیں	1	0	pending
c61a8e76b689f54a88268593fc0f87d8868273076f72082b02d6cb9cfb471268	چِکُو ڈئی بئیگا نہالی چکو منہ ڈئی بئی گا۔		general	امئیں	0	1	pending
c6e871c885fff7c42447e0af70c40423297ce9abd1293c0b53205726d6d19d7e	تیرئ کران٘لہ ہلاقؤں لہ زِلمی یعنی ظلمی کراں تھہ۔ 		history_law_government	امَیں لِکہ چھی	1	0	pending
c762e206d0e95d56d9a9210890d5d7a9829c05c6966cd154ac87580ffa151781	تُوْہیْ یا دَجیلیْ گولیْ نیْ کھا۔		agriculture_food	امئیں لکھہ چہ	0	1	pending
c8328be01f67fab53fb893bd9492bf1de259ba62db7aad2b68f42c0310d594f7	الو ہروج		general	امئیں	0	1	pending
c95cea99fec07cbc5c22f966541d8d767170c1c5603cf283632a51cea03141b0	خوراک لہ چؤن٘ٹو واں دَن ہُم خدائ دی تُھو۔			امَیں لِکہ چھی	1	0	pending
cd05c6cdb74cae279a73db02e59bf5aafa767749e2fe3d406a0d86bd4d5154ef	زراعت انساناں بٹوں نہ پروں پیشہ تھو۔		agriculture_food	امئیں	1	0	pending
cd2b34949f6187ff79d1996378623415032bfe66cef30ff439c69b27ba9e51b6	اِٹلی یاں خلکہ واں متلہ ہر زے بنُژاں تھہ۔		general	امَیں لِکہ چھی	1	0	pending
cf4f3fab6b2a3b066f7aa06008136cdc11439ec3fc325fc72a119d18c1a516bf	امریکی وَیں زِندگی چئ سخت ہوئ تھی۔		general	امَیں لِکہ چھی	1	0	pending
cf545bdce34df22034c98d4f67ee4f1df50f691c5baac28dd774951029173c38	ݜیں بُٹیۡ بلی بِڅَیں قانُون بانیۡ تُھو۔		history_law_government	Column for Magazine Shaari(Draft)	1	0	pending
cfa60923acfd6ad5be449faa08b84cddae5c99002752dc3533dc281b70754cba	سو ایک رکاوٹی نہ ہُم‌ نی بھی تُھو۔			امَیں لِکہ چھی	1	0	pending
d027667555fae164944b23ed64f8fc38e4ca57700f51148db20628c05166946c	ہیواند وے تَتُوْ کرے پو۔		agriculture_food	امئیں لکھہ چہ	0	1	pending
d03c62898f398265354ab90273e5364970a90afce93e75e6676b571191caa478	کېں وریۡ پورے کھاؤ کھیں تسے زات گولیٛا‌ں رَس نی ای تُھوْ۔		general	امَیں لِکہ چھی	1	0	pending
d0a1d4df7da31c7f29fb75190f011e74887b1661ccaedb7222658a8954d8f847	بناں تھہ چے محبت ہمیش بُوْڇھائ ہو تھی۔		general	امَیں لِکہ چھی	1	0	pending
d0b9919db4b1dddf03c055363ec83223088122473e79f857508db4c890514cc6	بُٹؤں نہ گَھیں بال انسانی حاقہ کؤں رڇھا تُھو کہ قانون نی ہُوۡن٘د کھیں۔ 		history_law_government	امَیں لِکہ چھی	0	1	pending
d10f3b73ef98d2b7fdb7d222b887ed31c9d33c171a9a5c2b201ec83a9ea08323	تُوْ گُلہ تھو؟ تیں گیْ نؤ تھو؟		general	امئیں	1	0	pending
d1136802d967fd51ffd3eccedbf2ee9f2cfd03d2d1425564f325f39cb94a96b3	سوِٹزرلېن٘ڈی واں متل سگا تھہ۔		general	امَیں لِکہ چھی	1	0	pending
d16557ece2439c4c6d0ea82207254d93674d8e3f41df9eff73c93f92dc50e710	مَہ سُوریاں شاناں تُھو ڇَل جہاناں تُھو			Poem for IK book for class 1	1	0	pending
d16dc7a7b41b740ea465496126c58e0b5ddedaea60db7ffe52f4e53977e4ddf5	ݜُو وجیۡ ہِن قانُون سَندانۡلی اِداری قانُون سن٘دا تھی۔		history_law_government	امَیں لِکہ چھی	1	0	pending
d2054a8523367fda7a58af32afd04a027cf44582505114ce1537bdb8e16db997	مہالیْ مہالئیں قدر کریٛ۔		general	امئیں	0	1	pending
d2860ab214c2c550955b1bfbac6fb01ef3b0b9b23f4b93e077d27f18bcd0cb8e	ݜُو شاناں حُکمتی ہر بلِیاں تکبیر کریل ہو تُھو۔		history_law_government	امَیں لِکہ چھی	1	0	pending
d4f8906677c7c6e5655231a017ae2a27d180615c64b4c45cc56bb85a8202f455	تیں گی حال تھی؟		general	امئیں	1	0	pending
d521b0cc05e47fd3895f62d1e06eb3d526c143012e1d57190ca379197c6b2036	زراعت خوراکاں بٹوں ہَسان تے گھوں ذریعہ تھو۔		agriculture_food	امئیں	0	1	pending
d59735e49c8b28185781ed63098f140c4a0d79291245826a141abad05eb637b3	کاں ماݜہ مُتوَیں پورژیل تے نی پورژیل تُھو بنے نھالاں تُھو۔		general	امَیں لِکہ چھی	0	1	pending
d6bf211ad5eae47892fcb38d06da9ac4026d964e3a7fe402e187a6ab334dc6f0	چائیْ کم پو آں وے چَئیْ پو۔		agriculture_food	تاں حوالہ	0	1	pending
d709da1aa6dce36c9fc871f3992ae47e5536418a1676a84c91552e3709bb8ce6	ہمیش ݜے بال بنہ چےْ تسینہ بېکسے فئیدہ ہو			کوستَیں	1	0	pending
d90985fed4a5112b1b0d0fcd975d5fac6c1ecf26a94aae3da61e2d4336e419a5	تُوْ گُلاں تھو؟ آں گُلاں اِیتوْ؟		general	امئیں	0	1	pending
d9dfd606a57b295dada8da2fbba36544b05c83e63d5efbc9dd745e2498f1d23b	علم ایک ڇَل تھو		general	امئیں	1	0	pending
d9f89b97beb412798d17e361d6f99f40ce23664e8ec6a69f50a90647f5f395bd	مَہ کوہستاناں تُھو پُھنڈَو رِیحاناں تُھو			Poem for IK book for class 1	1	0	pending
da0c0aa136d2c741a233cba7ab3f305bb65a6a4a89e3e3049632127d7468ea10	وے یاں ٹِپہۡ ہُم کھاڑ سَن٘دہاں تھہ۔ جاپاناں متل			امَیں لِکہ چھی	1	0	pending
db4a61955b66c5f9778db84a1229ef967ac2b984c7c7dc905036a1971292ff10	عاشق رسولاں تابع قرآناں تُھو			Poem for IK book for class 1	1	0	pending
dd246a80a9caad8a557dbfa2544f29eb965bfc044f71780d5f32a1f2d065c061	پاکستاناں مسلمانوں انگریزہ تے ہندوؤں نہ ازادی گَٹیلانس۔ 		history_law_government	امئیں	1	0	pending
ddf535f97335becc341b9123f2f60917e806dab8f9e26b77a5636cc2b8c5fafe	چے کَل ہاریۡ اڅَھکیۡ تِلا‌ ثالیۡگر یعنی جج مُوٹھی ثابِت نی ہو۔		history_law_government	امَیں لِکہ چھی	1	0	pending
de7f33a322894670172e535b1a578514f03b9a40b6b921ef0291acb6f1dfe63f	آج پاکستان تے افریقئیں ٹیمہ کرکٹ نَٹاتیْ۔		news_current_affairs	امئیں	1	0	pending
df598a9e0869774fd69bfa65b377abe07cb8be5f80ebffc350ee08aaf5599cf2	وانُوناں سامُوٹ اَدَم بلی وَیں بَٹیۡ یا مجموعہ تھی۔		history_law_government	امَیں لِکہ چھی	1	0	pending
e06d682b4d2485b4d32d7ce3564fd9d2c6cc10b2f649a78cbe7c08b647f388bb	گولیْ کھا چِیے؟ گیْ ژُولیْ سندہ چے؟		general	امئیں	0	1	pending
e0a9844aab9748e00f3de37ac7a4f090fcb236ec638017d8bd34e8dbf54c3fd4	آں تسی لا کؤں عمل نیر کھیں آسٹِناں مُطابِق اُو ہڑوۡ قانُون نی ہون٘دوۡ۔ 		history_law_government	امَیں لِکہ چھی	1	0	pending
e2b0d2cc90f55b9bec2e5bef3cc3853aad2064b8cd79fe80de01ed892b0d01b3	تُوْ گُلہ تھو؟		general	امئیں	0	1	pending
e361d3c3d6c9b890d87a61e6e703e4139c476a30a9952d73543c0e0519cf2b51	چین تے سُگاؤ گھؤں نی پلُژاں تھہ۔ چیناں متل			امَیں لِکہ چھی	1	0	pending
e367e40dfb75d82a004a9ec6db4658a9288cd2a3c700e10f82ac8727ef04336d	او ڙھا اُن٘دہ اے لہ بال بنم۔		general	امَیں لِکہ چھی	1	0	pending
e3eeb7ffa2292a2ff30e16e87c364570a065107afa2050cdeb5b30b458f3e202	تازہ آں صاف شا تے میوہ کھا		healthcare	امئیں	1	0	pending
e54b432da142236af915ec2921eb6d0e4c6d36a46dae9e3afdca7c45f5067f8d	مرگلئیہ اڅھک وختہ مہ کام اینتہ۔		general	امئیں	1	0	pending
e555f5c47c7373e571505650a7911cac66c4ee0ee52ada4b8ad84a94882bc4df	تاں چو تَم لا بیوں ناپُوْہی تھی۔ اِسپیناں متل۔		general	امَیں لِکہ چھی	1	0	pending
e582e69e02925deeb4a689fd196d33793cef93eb125d87cd6ee3c4fbff012b3d	پُختُو، ہِندکُو تے ݜِݨا الُوۡ رُک کرہ۔			امَیں لِکہ چھی	0	1	pending
e5c340b8670a0483f562e4f7cd8e8d0ca79297c253aecb7e20ae1b67a487eaea	دُوییں بال قانُون سَن٘دؤں آں اسی لا عَمل کرؤں تُھو۔		history_law_government	امَیں لِکہ چھی	1	0	pending
e824427d64b2ace7dd5c01d3e9a8af41b6163e042be41126b8ac1cdb27547ddf	ٹِٹی گُلہ تھی یاں		general	امئیں	0	1	pending
e827748ef8a1541f9c1b8abb8ba2619c623976cff86f117d2534b8bb2122161f	تِلا گڑم وہ جانان، دفعہ ہو می زوندنی نہ		general	امئیں	0	0	pending
e83b905f74b45429a3710c04b08ca16e81865960a3b3a5fb608817a90fb1c16d	تو مہ تتہ زوڑہ ݜا آں شیْشېلہ مېوی کھا چِہ تُس بیمار نیْ ہوں		healthcare	امَیں	1	0	pending
e8541426a7b243e010371f2fbca614f327f15df8f4fa9b6808dd42ed0cce8069	کؤں چے بِگ دی تُھو، تسے ݜسی ذِکر کرؤں پکار نی تُھو۔		general	امَیں لِکہ چھی	1	0	pending
e9478ad8a6c4b9153c382d7b0feaa8d77a8f2fefcc2b9cd57c56dd36d9928e1c	ملائیشیاں خلکاں قد کاٹھی حبشی واں مقابلہ مہ کم ہُوۡی تھی۔			امَیں لِکہ چھی	1	0	pending
ea7414c576ef10bc6b2af8d125f468fb76f1802a1b0aebc41cdc5af461f8c298	ہر قسماں معلومات سوشل میڈیا نہ حاصل کراہاں		media_entertainment	امئیں	1	0	pending
ec926f21d3c593c3f60e000d9050cc534e95d04ce572915d8a124d2415939726	میں بھا والؤں مے بلی سِڇھیا چھی۔		general	امَیں لِکہ چھی	1	0	pending
ed80432cc1b4edf3ad583c496c52ad572efb072cfbb68e30439348542e31e909	چے اَس قانُون کیں شار کھیں گی ہو تُھو؟ 		history_law_government	امَیں لِکہ چھی	1	0	pending
ee1b32797ef77949b26e6606ff08dcb81f33f898fdb4fe7f3a956667f468cde3	موبائل جدید سوشل میڈیاں ایک کمال تھو۔		media_entertainment	امئیں	1	0	pending
f47be4e27db0fb1161c6206b76d7f715e98b5bcf91301b676adae2e4fd0fe8e9	پھیر الوْ ہَرائیْ، پھیر نیْ گُھرائیْ۔		general	امئیں	0	1	pending
f597ef0415ce0c4f2446d4c15e31e71a7f2862b16e5cca71af31c277574539ec	سیں خلکہ اَس علاقاں وسائل جمع کرے، اسیں خلکاں دَن‌ استعمال‌ کراں تھہ۔		history_law_government	امَیں لِکہ چھی	1	0	pending
f5ce76d215165be6a43d72d8b13f4b51ef75a5bd34efa6e31946d55d3f2fab80	گتہ ہُم ایک ݜے پُنیاک تھی چےۡ چے قانُون پوہ تسی لا رضا تھہ۔ 		history_law_government	امَیں لِکہ چھی	1	0	pending
f629a20d86bb99029b4712e93e75d7b820965aa730acb591088fcc926d52f9c5	آں ہُم تس قانُون لا عمل کریاں تھہ۔		history_law_government	امَیں لِکہ چھی	1	0	pending
f6d1ae5b517001466a2dec6fa508cc9050da497180eca926f17f648fc8eb3e0e	مرگلتیا چو خاص رشتہ تھو، زَانوے تاں مَرگلئیواں خیال رَڇَھؤں پکار۔		general	امئیں	0	1	pending
f72c3271aacfa88d5ba8b8d8af2efc86360337de32914859b5ea0ac8e411fc82	مے تی پشلیْ ساموٹی سلام تِگے دگلے		general	امئیں	0	0	pending
f9b621f868bc9bc61dd939ab4b7b0b1fcfb039eaea80e329017814d1aa04f128	گَھیں گِیاں چھون٘ل گُھوں ہُوۡئ تُھو ولے میوہ ایۡگُٹ ہُوۡئ تُھو۔		general	امَیں لِکہ چھی	1	0	pending
fa4e0cd7da17425600b3769845d7eb1e38a083522cc8710ff7599b058e398cc4	مھالیْ خپا ہونْدوں تِیں حج ہُم قبول نیْ ہوئی تھوْ 		general	امَیں	0	1	pending
fa96aff8897475d6787e07bbe922aaf715cc28a999d399663f7bb1906966a279	کہ تے کھشاٹ ہوں نی ای تُھوْ کھیں دُکان‌ نی گلہ۔ 		general	امَیں لِکہ چھی	1	0	pending
fc4cc11b056544400c017bebb235d253607120d019dfd39821c8b5b4711bf954	میداں در لا خلق روان تھو۔		general	امئیں	1	0	pending
fc9cb8687bfae8cad45aed5964c791172929caeaad527acea37a56f075723f9d	دُنئ یاں مختلف مُلکہ‌ وَیں متلیاں بارہ مہ بنہ۔		general,language_fundamentals	امَیں لِکہ چھی	1	0	pending
fd56c33bc6ef053f77ef55083571e49c4a5d0dc403ae6b763b7e3a71e1322302	دَش کال ہوئیں ہاریۡ خاص تسیۡ نہ غُلام سَن٘دہ۔		general	امَیں لِکہ چھی	1	0	pending
fdc9126f3e2cb4dea570d19f842bb5dc213e31ebedbc3921f921bb3308097cf0	کاں خلکہ مُتؤں رُوݜ چیلا  تُھو۔		general	امَیں لِکہ چھی	1	0	pending
ff04e46bf079f7374a3ca62a617608ae4d5c67307045bd95af24a31b1404ea94	تلہ لُوئ، ڈھاکہ، مرگ، ژُبُل عام لَک بال ہوئ تھی۔ 		history_law_government	امَیں لِکہ چھی	1	0	pending
ff594364b8f53303f2e82b1242e709d4850d83712e123f6068127c6ab44a572d	پودیناں وے سندے پو۔		agriculture_food	امئیں لکھہ چہ	1	0	pending
ff8663554c38cc2c864d4dbf00a8e87679dcaa3906fd492eb77bb696754838cd	فخر کرم تُھو چہ مَہ تُھو کوہستانی			Poem for IK book for class 1	1	0	pending
