sentence_id	sentence	variant	sentence_domain	source	is_used	clips_count
3c808367a834ed4ee1566e93137828491b87eaacb0aea38dbe7f940c08f9cda7	تاں اَہلَیں سُگائ تربیت کرہ۔			self	1	10
3c814fe01e8790840cf65fd1e4938d12870e01f0f8885d00772326ebc68337fa	ایک کام اوک کرَیں اہلیت تے قُدرت۔			Warya Usool e Fiqha	1	2
3c817af24ff0a554720fa3f632f8a80ec7bccf677e957e069648b570d631f3da	خو اڙہۡ چور نہ ال نی بېن٘س			Column for Magazine Shaari(Draft)	1	2
3c99c1de14e8a5c29c0e735672c5a93b3e96b2a8f8a6fe5133c87c5b941c8134	مُضاف آں پاتُو حصہ مضاف الیہ ہو			Hasan Nahw (Draft)	1	2
3cbd96d331a1e6a0c7d4a120b04a90a4a5bc5c9d8eaa8fcf3fdc7a542a30f442	اُو دو قسمہ تھی، اسمِیَہ ، فعلِیَہ			Hasan Nahw (Draft)	1	2
3cbeb09a35be97fcc5c32e88f17818e9c56ffaa18b11f5597ee5aabc56b17353	اِواں کِریا، اېک نخوۡ ݜُو گتہ تُھو			Panj Surah Translation	1	2
3cbfab789a4f12ec4bcf633f369ee6e79c50103603eb42ad5181c4bae48f7e4c	معمولی لاپرواہی نہ ݜُو نُقصان ہُوندوۡچے ہِون٘داں گھاؤ دژِلوۡ			Column for Magazine Shaari(Draft)	1	2
3cc9b2f408428f3743f86b5c48b23625ba71efaa2a00df754105c46e5dfe2a08	نبوّتِیاں اِگالشؤں کال، خَزرجاں ݜو ماݜ حَجاں کِریا مکے ایل،			Sawaat Paighambar	1	2
3cd6fa8ad3a6da244bf70e5d4ec408f53e2c7b128cd8f8f044164bbf162c93f6	ݜلہ چور اَس یادی رَڇھَیں یاں دَن			Warya Usool e Fiqha	1	2
3cde5f4753c2a3c888125de923735bc3bacafa34ef34e7006202b00e720f5465	بِڅاں کردار یی تے ذمواری			Column for Social Media	1	2
3cf187abead0221f38e4e3d5306c1947ef1297fe270fb3a281d06c026fad6367	می وَیں کېں ݜے نی نھالے لس			Story (Draft)	1	2
3cf479244ce71e15a77c809ab418547536dd631bbeb4fff23712526bd65591fe	چے اک دُور گاں مہ ایک پیال آں ایک مٹی آن٘سیۡ۔			Short Story for Social Media	1	2
3cfb8d3d534624503e37aa0622c3e1d76fe8a7af0a8f5422859f06ba3643b6ec	لیٙکھہۡ ماسُمہۡ اِسکُلؤں روان تھہ۔			Column for Social Media	1	2
3cfb8d73804eba06cdfe20751c2179e8e91f5fa49358eb35366f758f227190b6	آں تِجارتی سو قافلہ پان٘د بدلا گلے مُت شُو بَیلیۡ۔			Sawaat Paighambar	1	2
3d1852f2920a03e9d10bb352cc21605ec805343a09016e9ccb13bcc0bc9c1027	مرض کہ شروع مہ(اول اول) دھؤژِئے کھیں			Column for Social Media	1	2
3d1f0968eb41ba33529599c319c2784dbd6588940e44f02f537ed57ab862d7e2	ڇِہېلؤں (پېغمبرؤں) حق بنے لس!			Panj Surah Translation	1	2
3d212dfda8f55d9004525a87da195b3484dc2352aca35dd4f7d7267bd73ed194	زندگی بسر کرئیں بنیادی حق حاصل تُھو آں سیوں مشر گی قسماں جد سلوک،				1	6
3d2c287fbc54055398d54f1cbfa0b17e2a0dc47c7160e70cfb77118aedde8839	تقریباً دوالشیں بجے ہف ٹیم (ریسس ) ہُوئ تُھو			self	1	9
3d3563aa2f50c260e895caa20d54852de4414b1487cd999e9ce3d07f227599ee	اک دمائیں زائ ٹُو اوک بېکېں سن٘دېلان٘س،			Short Note for Magazine Shaari	1	2
3d3afba6acf6917dff282eed8b2887aa2ffe899459e4f674b3d0bf9748f54eb2	ہیُو کرَیں یان دَن عربی ژیب مہ ”عزیمت“ بناں تھُو۔			Warya Usool e Fiqha	1	2
3d3f181700db6e5b6603680d3ed0412dcafdb82b0a24303423ea684300b72e9d	اسدے مَیں گورسیاں کِریا تاں پُھنگہ وال۔			Indus Kohistani Ilm e Balagha & Ilm e Bayan	1	9
3d4388b7c99555df3ca15a006de71b8f98b6d676829513b2aa57658de3967d81	اسیں کِریا سریہ بناں تھو			Sawaat Paighambar	1	2
3d4971fec564a7291a0d5a14d42ece7799ad03612d8d04a7bac663119e336a91	اڑوۡ کِلُو گازریۡ ایکُوئ اڑ شل ملی لیٹر وے مہ بِریا۔			Desi Ilaaja (Draft)	1	2
3d5ce8e78d833b7455774017644775355488811a66efce7a746776bb810fcfc2	مطلب ݜے چے ݜُو شرط ڇؤژِلُوں			Warya Usool e Fiqha	1	2
3d63cd246c85481cff0b6f5ad7ebc7bd0d44fc8f0f99e3acac6d18240bf7ef82	دستُوری قانُون گی څیز تُھو؟			Column for Magazine Shaari(Draft)	1	2
3d6b9178970f3e57e32b27c50a80fcee6cac003b6dffdb021f422f3be8fd6b15	تسیں کِریا دُو باغہ (جنتی) تھو۔			Panj Surah Translation	1	2
3d7837263f14b2e86bb6593faaa24fd072794b544e5f2e50d014f8b55ab9837e	تس پھت کرے مُت بنؤں اڅھکاݜ تھُو۔			Warya Usool e Fiqha	1	2
3d7c90420c25100969d06ee9de7fb3fcf80a1d0f5fbac9d51a0eccd20160134d	سو اَلاں موٹُھو بُٹ پېغمبرؤں لا وحی دھاگېل اِی یان٘س۔			Sawaat Paighambar	1	2
3d7f62708ff5beb8a48efbbdf645a90ad959026e510c3ac0b62171031641020a	"اک""جامع آں اک شاناں معیاراں تعلیم یقینی کرؤں"			UNESCO MLEWG Document-Translated	1	8
3d7fd5416621cfe8d760b7298b874673f199f959901baa3f100bf8e403707a95	آں پَرَہ افواہ رِزِلیۡ			Sawaat Paighambar	1	2
3d81e3e004a030b62950b3134fc71c07e59183d396ade774167db3f481d622e2	آں اسیں مقصد دُنَیں مہ امن،			Column for Magazine Shaari(Draft)	1	2
3d8454305817af7367894306fc68d6f8c93f8b540b41c8b8d67d757a8726481d	آں سیوں کِراں بنیادی انسانی حقوں استعال مہ گھنی جانی				1	4
3d86a117b85a82b54f66c8072895c0b9248dd72e3765bbd347e38fc5dafa3c1c	کاروباری اے بانیۡ سو لہ سہی تھی ولے رُپئ اسی مہ نَیں کھیں گی فَیدہ			Column for Magazine Shaari(Draft)	1	2
3d8e442acb765103d4bc5c83b5f67081ad52c236341408b360cc58b3e4c576ea	علاقوں یا وسیلوں نہ محروم یا بے دخل کرئیں والا ہُواں				1	6
3d8ec6b4a9fe78e99990ecd037672533067db424240b7781c6ab38eac6238822	(اېوں) ݜِݜ یی تے کُھرؤں نہ دھا (دل کرا) تھہ۔			Panj Surah Translation	1	2
3d9fbaace76016760878be765003ab8e831978b5a36806d153092984eeec1135	آں بِڅَیں متواتر طریقہ ہِن ڇیلی تُھو۔			Warya Usool e Fiqha	1	2
3daa535527064dfd5f0e039bce2dd7f06ba5c1212ce9ddb2c1f6ba658dba97aa	ڇُھواں پٹ ہِن ہسپاں علاج			Desi Ilaaja (Draft)	1	2
3dbd55965a1c50241f69662d54e583d24ba0fa38e5f5432315353397919d659c	تحفظ آں مُلکہ واں اما مہ تعاون تُھو۔			Column for Magazine Shaari(Draft)	1	2
3dc1d4ba68bba6da7bf007736d5fea7e278b69937e2fc340ad86b9d78968ebe9	ہِون٘داں موسم آن٘س			Column for Magazine Shaari(Draft)	1	2
3ddd1f62a0b7a5db3a6123ed7ce005480734c3c65f67ebdedfa66367984a190c	ݜَیں ماسمہ تی ملیۡ تیں تاں ماسمؤں نہ چئ محبت کراتھو			Column for Magazine Shaari(Draft)	1	2
3dddff24baffb5f857785338154306e2daa0f4b31f96fe2b1a23df22e8eefc1d	کاں کمؤں مہ قبُول کرَیں زَرت نی ہُوئ تھی۔			Warya Usool e Fiqha	1	2
3ddebaf6a9c46ea6a0be7d737fd1c904d05ba8d80b5c010b1b29002721adcc18	ݜَلاں گھېں ٹبریُوۡں مہ اوس آں خَزرج گتہ آن٘س؛			Sawaat Paighambar	1	2
3de147f3896a2fba27c41e2d8ca1db48f225e023c6eb87732ed03499ba7a8e89	کاپھُر یی تے مُسُلماں مہ نِوان٘ز نیرَیں یاں فرق تُھوۡ۔			self	1	8
3de2d05497eda86e23b20501977d42738e1043ba5665cd213a76c9534f2e30be	چے گتہ شرل اېن٘یاں تُھو			Short Story for Social Media	1	2
3de4d24e07e6faacbf15f297428d9a04e4116ad6f57d0b73569d3a5049999a3d	مہ تاں اباء مِل کام کرات۔			Indus Kohistani- Urdu- English Conversation	1	2
3de9de9d0af763a9aa4c00e21936a60532d91449582e4ceb27dd2cf78ca04ea3	لکئ یاں بھاؤ تُھو، دژی گلا تُھو			Column for Magazine Shaari(Draft)	1	2
3dfd37b3398d6ce673e1670850490deb56653c66c534b4c99dcd30347592f85f	ݜَیں مریضؤں مہ چے مریض ݜے آن٘س			Column for Social Media	1	2
3dfd5e69a61ff6769b7bcc62635ae7d7f599f73b11295bd307b33c693be338fe	دُنئ گویا کہ ایک صاف پن٘ڑوۡ آں دُنئ یاں موسمہ تے سگایار قلمئیں لکیلیۡ،			Column for Magazine Shaari(Draft)	1	2
3e09acdb44ee00e1edec93774b479c9e5d0bcdf2504b8a85c8119d4a84602e54	پاک صُورت، پاک زوڑ، پاک زائ پلیل زئ پلیؤں۔			Warya Usool e Fiqha	1	2
3e0ff68b4d4ba52a327b4b021637c2bb5e3ac6c4ccd7763b49a249c57b53e756	ڇھیرہ مژ کِݜی دېں ہِن مال جُوڑ ہوتھی۔			Desi Ilaaja (Draft)	1	2
3e1cf1281939f9cafc9224cddc42b42de4fcae289bb5c73db6c44e12ba749fc0	ہر ماݜ تاں اولاد لا زار قُربان ہُوئ تُھو۔			self	1	9
3e243c3f7ff0e432de239aecfc527ab081d3c448fa6936d8c3dd6bd75dd9c41c	سُوریۡ بُڑؤں ماخاماں نِوان٘زاں وخ شُروع ہُوئیں نخ تھی۔			Warya Usool e Fiqha	1	2
3e3251f3a752aa32bf308f9d81d25961ddd56218aa8f98135427dd3f4c1105a1	۔۔۔ل			Panj Surah Translation	1	2
3e43d6a15f28a9052e5f427479d86ee5a9f2a3ef20e231fc903cf669e66e5f00	آں حَجاں دھرېل ادمہ (ارکان) مُچاؤ			Sawaat Paighambar	1	2
3e5ed17c9d60a00c03f9216778216a6884c547ad31787f3730fff36b09de6570	پاتیُون اس پیݜِگلے تے چھان٘ڑ کرے وے سَیں کھیائ۔			Desi Ilaaja (Draft)	1	2
3e65efdb279e86cfe0ff09b3c0c947daaf7b83e40c61f4b689377acab78867b9	ݜُو وجہۡ نہ قانُون پوہہۡ، وکیلہ آں عام خلکہ			Column for Magazine Shaari(Draft)	1	2
3e72aba8c02528c4508f59d92e8d3c21383b2abb9ae266879c540fd588b8ea4f	تیں ݜُو پُوڇ چو بِگ تُورغوگئ نِکئ گا			Indus Kohistani Ilm e Balagha & Ilm e Bayan	1	8
3e74d0f751c2184a10af44ec68567db7bbde6907c80ec1720819a29d3d512d9e	علامات ہُم ڈاگی ہوں تھی۔			Column for Social Media	1	2
3e8523f875cdef2c652b6efad9ba2e26f8706874fa173100c9135daee67cc398	ڈولَیں خسمانہ کیرُوں ڈول دُعا کیری تُھو			Self	1	7
3e941975e1137fcbe390a56d61f7f033af2e2438f3dee111a30130e43af3ddf9	چے تسیں جسماں گرمی یار قابُو کریں یاں سسٹم نشی وی تُھو ۔			Column for Social Media	1	2
3e9aaeeb2f9e2e36531fe90c0ac5c2f9b01c7db51c7c1bf673945d57758f31d1	مُت کېں ہا چک نېرېل ہو تُھو۔			Panj Surah Translation	1	2
3ea9810069c3b2663dda72c9f73d066fdc8479714bb2c6f4fc77f7404e34993a	کہ ݜیں پُور ہون٘دُوں سُون٘ݜ،			Warya Usool e Fiqha	1	2
3eac88b49162132c2c66de410bba812cf96bd91a3205d0d0b0e898cab3436b03	سو تیں تپُوساں مُطابق جواب نی دے ہَیں تُھو			self	1	10
3eb065e166abc1c44a684a718bde0cecca984a67aad5a60b9ea32c231ad75104	گھریں وَیں کالئ سِواں تعلیم تُھو۔			self	1	9
3eb5bf64e4974a6c1932f6e00a3e45a33d5af3d6fbcede6b570ad6c5f028b177	ݜتُک ٹېم تسیں آن٘ڇھی می لا آن٘سیۡ			Story (Draft)	1	2
3eb84997246bcf77277c1211d932c74794cfbe9ed178c7ead5940757d6015104	قائد اعظُمے بَن چھی چے کام کری۔			self	1	8
3ebceec7795567a90ee8980366bad61201022aaddcc02cd35f8581ec26454314	چے بېلتون ای تھو بِڅاں مہ۔			Short Story for Social Media	1	2
3ed3dbc9920c13d0a9b01a846a1754b77d5ce87cd0b4cc22b7d952896b46299d	آں مہ تاں سبق ہی یاں صِدقہ ہن بنم تُھو			self	1	9
3ed6ddc27bb0dabefa1e6f14a08a2066a7b1f16db3bd9ceb5cadca8de5518350	کھیں تَس واپس نېرَیں یاں۔			Sawaat Paighambar	1	2
3eef3194cdb72dce89deb05dd7e1500bd718049d04144659378bafd380bb2f60	آں گی اِواں ہیُو ہُون٘دُوں سو اؤژا تھُو۔			Panj Surah Translation	1	2
3f043b70024a7010d374ce88e93558fca8acf379ed0b92264147d65164b619f3	آں نقش ونِگار مِیں ہلالِیں مہ لِکژی مُچی یان٘س۔			Story (Draft)	1	2
3f11f2670e0b880129f09d6ccccecd78f869255fda9a80a54f3a1b31defc3520	ہر بھا نہ ایک ایک، دُو دُو گھریں			Story (Draft)	1	2
3f1aaef79c867b5b6c67010788a818a0397ebefa9c10da17f6ec5495950d2e8c	کمہۡ مہ بار بار تُو وے پو۔			Column for Social Media	1	2
3f215ab4c9cd4089536b15afd04c294d2baaa0c7d7162f082837f6a8ad15a8c2	فران٘س یُو اېن ایس سی یاں شروع نہ مُستقل مېمبر تُھو،			Column for Magazine Shaari(Draft)	1	2
3f276e4f834a528585673c4bb3b265b8f62c25ddbee3eaf16d8951f186729829	سیں بے کس ڇؤں/ڇالُوں کرائ نی ڇی تُھو۔			Indus Kohistani Ilm e Balagha & Ilm e Bayan	1	5
3f2d5c6ab1635aa67f1125ca326429577805649b658836772096350d251e699c	بے مخلوق تو زاں خالق			Poem for IK book for class 1	1	2
3f33e28560822a13a6c6265c528fced0de383dccdf28a678cb05aeac63032b5f	ݜس جنگی مہ دُوۡ ژِبہۡ (منافقہ) ٹَل نی ہُون٘د؛			Sawaat Paighambar	1	2
3f34727d4777bbf6c938e2df9043a8c022dde4357c0ce6bc01f2f071e25aad8f	دھان٘کؤں گائ چھترئ آن٘سیۡ			Column for Magazine Shaari(Draft)	1	2
3f36b61195b8f130b2eb62cde9601e2fe49c0eb988c2fdd0ed0c0084e4bd232b	ہا ملی مِلا گلے کھیائ طبق ختم ہوتھی۔			Desi Ilaaja (Draft)	1	2
3f43281fe7a73f3d74d9d459aba759e9f358bf9c4f2e149af1f30308c7e1ad29	اِواں وے نھېلے ملی شربت بزوری ملا گلے سُرسیۡ رائ			Desi Ilaaja (Draft)	1	2
3f5fadef41f3e884df0a4ee7a361a8741148e78e0279b380be095f9ee18ff61a	۔ݜُو چېٹ بوٹ مہ آےآئی ٹِکنالوجی استمال کرہ چھی			self	1	7
3f73f13ec9e6968a6135c7a4d0c8480e3d88d0a9361d53a55a6f2e35530a95ab	سو وخت سو ﷺ بُٹ قبلان٘لہ وَیں مھالیۡ میمونہ اںرض بھا آن٘س			Sawaat Paighambar	1	2
3f830c4b05c9da20c07ddd948bc552797d31848a9d9aa9915aa0ffcca5af54e2	”بہ سہی تھی مہ بال بنا تھی			Story (Draft)	1	2
3f930f9766e1914883fae3aafd68a6f8bf13f279edb77a6043b2ca425dd54d56	لہذا ہر زِب مہ کَل آں گِشے تعلیم دِیَوزؤں پکار تھو			UNESCO MLEWG Document-Translated	1	7
3f9567a8099b4d09158997fc5f3b40e8126ed3822dd0f3cec01c3cc869769a62	آفتاب خان افسری مہ بیں نہ پتَیں تکبُری ہُو تُھو			Indus Kohistani Ilm e Balagha & Ilm e Bayan	1	8
3fa94d5c586d7116dcf46d86fffb23b7aa2e21953dab2f670a96b8eb8195d78f	گورېلہ چُکوۡ ڇھیرہ ملی وختی لا کھٶں مفید تُھو۔			Desi Ilaaja (Draft)	1	2
3fe944925e0f6776056ee6f0b7cf3ef2b229924c4aa36b9dd325db28047bbdb6	اگر سَیں ناجوڑ ہویں نہ ایک یُوں پتَیں			Desi Ilaaja (Draft)	1	2
3ff5e50fc4c4615a28c5e2fb49706db09f5151d8d0e1d6f3575fd2e70f2258d8	نِوان٘ز کران٘لو قبرہ وَیں گھُریۡلُوں اڅھک ہُوئ تھُو۔			Warya Usool e Fiqha	1	2
3ff8a849eea01c5ef2325833c2b8dbd6d05bb1fe40e3c294d9b814f91e730ee9	نَوشَئیں بانگ گِی وَخ دَیتے؟			Indus Kohistani- Urdu- English Conversation	1	2
3ffecea741149ecda9c047df649e2c1d8af57c2a08a4bd0f65163ea7c3d46010	اسیں وجہۡ ݜُو سن٘دژِلیۡ چےۡ			Sawaat Paighambar	1	2
400278ed9ef59ed23c32ff58f0271bf6e5472eb9a721fe6aa970c26878af21c0	ترجیح دیوں آں گھئیں خلقوں کراں تعلیم ہُم اس رنگاں مھالِئیں زیب چلوں۔			UNESCO MLEWG Document-Translated	1	4
4006230c9976601433872274d90e6ed0b77d8bda90b63c0e1a4b5370ca343db3	ݜَیں خَطی سَیں مُلکہ وَیں حالاتاں مطابق			Sawaat Paighambar	1	2
400b24e9407cb2266e031fcdac9386bdf985a1e00eab3b3f76985bb368cde1f3	بُٹواں رانٚگ جُدا جُدا			Poem for IK book for class 1	1	2
400ecdea4b7c959ca371d3233aecf4c50686d6df3777942b460384da30127fa3	اجمل گاڑی مہ بازارے بے تُھو کرے تاں سیکل پن٘دہ مہ لا دی بئ گا اُو امَیں مایں گورسیاں کِرا تاں پُھنگہ والی تُھو			Indus Kohistani Ilm e Balagha & Ilm e Bayan	1	7
4018e34ad5309cc9fa3e7333d139dc5362cbc75402e60ef52f269062b0c9a66f	پادېس مال ماریۡ (قربانی کیریۡ)			Sawaat Paighambar	1	2
4025bad4814b5d40ef4cf80913bbc830af76e5c3f2ea66aeb911c4be382a8d0c	آں تَیں تَیں مذہبیُوں لا قائم ہوں۔			Sawaat Paighambar	1	2
402f20bebffd34a0b0d635b6bca6be1541551ff1159e718837bdcdf562387a9a	آں سېوں اسلاموَیں لُکھیاؤ؛			Sawaat Paighambar	1	2
4030e072af4eda09898c6be96e4712cfb626844b1816d0e9782aec8a46a03627	بدلاں مزہ ایک سِرِکوک (سہتوک) ہُوۡئ تُھو			self	1	5
40385aa65e9c0424d3745a7791d16660bb7ac6f0f7d379ceee73127d73c4823d	بادامہ ہِن دماغ مہ اضافہ			Desi Ilaaja (Draft)	1	2
403f025e719c9888ab7dde1ac32add85e89e5b333225811f25e95295f74a2090	ایک یا دُو بھابی کرائ ہِن چُن٘ڑیۡرا			Desi Ilaaja (Draft)	1	2
40450c60b9bc2b92f07e795dd0994ef932722467111d809a2d9dd608ba1ed102	ݜَس بَلی لا سِیں کھشاٹ ہُوگلے وِڈیو کال کیریۡ			Funny Story for Magazine Shaari(Draft)	1	2
404a1eb41072c532478ef48552ae585e9adf0a76db8a1d87225a287b1fded009	بھولیار مہ ݜے ہُوئ تھی			Warya Usool e Fiqha	1	2
404b5369948f8a758ab746ac5eab77577eafa520a7b3c628f00384c190e504bb	اِوَاں چَھل آں غداری ثابِت ہُو مُچیسیۡ،			Sawaat Paighambar	1	2
4052e8c2efda254277b725fccfa24dec23a8cbc5a71bcaf22ebb3da648eb5ba3	بُوئ ای بو دِش بانیۡ مہ تاں ݜِݜے کنگ دے تھی			Short Story for Magazine Shaari	1	2
405e6bea468b5a6199a86449742c13167e8521d9ae7c48ba6d3868f5241a39d1	اسیں ترقی یاں بارہ مژ حکمت عملی سن٘داں			Column for Magazine Shaari(Draft)	1	2
406a931b63b6b6e8a155bc6b35ab67d5a40a645e29102ca5730d3db89e74265d	یا چو ناشنا بِگ پشی ݜؤں گتہ ہُوئ تُھو			Funny essay for Magazin Shaari(Draft)	1	2
406fe6b2dfbb2c7eb3ee82ae038a39427d4fe94aba8c6e6130ee042b9c95ae91	فرض نِوان٘زاں سامُوٹھ دورکعتیوں مہ			Warya Usool e Fiqha	1	2
4076dd255f5e66fb21e55fd7ea4cf8b0395a40d1e30a4799aec8b86f665f4926	میں لہ دُوکان چَھیں ہُوگا۔			self	1	9
407a08914d79adcfda5ae42e255815720f0c49cfb7ab35ffa896ed033de04248	اسیں کران٘لو گنان٘گار آں اݜُوں ہو تُھو۔			Warya Usool e Fiqha	1	2
407a585bb830b5048064a00e316b91043250975f9572ac8d6fc47a5bcb8188df	سو رُمال بُوہاں کھڑہۡ لا ای ٹک			Short Story for Social Media	1	2
4080790dc1cf779aad743855a81a7a933adf116e5fdb0d2de093f1703b01eb40	آں کېں اڅھکہۡ کمہۡ کیرُوں ݜُو ہیُو کِݜیں ہوتُھو۔			Funny essay for Magazin Shaari(Draft)	1	2
408a52ae51a1cb55eae5363d65867448c8ac4f0153caffcbd6cbf350bc68ff9a	ݜو نِوان٘ز مَن٘ژاں فرضہ واں ہُم			Warya Usool e Fiqha	1	2
4096aa4bcbf82c14e90c5363e4f80cc96d715b332e96ec9e45d54513587ee76b	نہ مہ زُمُک څېرے نِکئ تُھو				1	2
40a8ffc2a951b89ed939987a7a80b55206efc3c8b5a4ea1ce0dc1007403923ef	اسیں اېں نہ پتیں  لیکان٘لہ خلکاں لہ سم گو ژا تُھو			self	1	9
40acab3430854878294f4fa4e288a864e311696a3c60a4c0bb8cde065f63a60a	نبی علیہ سلامے ژُن٘ڑُوں سِواں چارچاپیر گھېراؤ دېن٘یاں حُکم دِتیۡ؛			Sawaat Paighambar	1	2
40affad74fb82e47352443948c59a5b65e5df9b6023f82153c09958af4889021	کہ بال بنَیں یاں تمیز آں اعتراض کرَیں یاں دلیل نی تُھو کھیں تے مَوں دېل من٘ڑنئ تُھو۔			Column for Magazine Shaari(Draft)	1	2
40c92291ce5e20e3403b3e54b29920030176ee12798c57a423f931cf2dcb0b05	اِمامتی مہ پاتیوں نِوان٘ز کران٘لاں کِریا			Warya Usool e Fiqha	1	2
40d0fde5faf1cda7f3db88e6163f07c9eb300c2ddd2296ea342739b551560bd3	کہ اُو دڇھیں ہتَیں ڈلہۡ مہ ہُون٘دُوں			Panj Surah Translation	1	2
40dabfb4b2ef89c6e7079b847f264e7528dd247a9b531f2c25af891b2eb1b0fd	انساناں یار تُھو کیلی سہتہۡی یا مرگلئ تُھو،			Column for Magazine Shaari(Draft)	1	2
4109fe55fa1da3cb008412517ddfc47bb99a0a7c15efa1cb667931bcaaf610eb	چمارؤں وئیرؤں ھِن مَھَینٚݜہ نی مرئینٚتی۔			IK proverbs	1	2
410b8014abf7667808b448c6d0f73ec947518f0f644615745ce272b9a7a0be93	کلہۡ چے اِوَیں بنژِلیۡ چے خدائ پاکَیں دیلیۡ مال نہ تُس (ہِلاک) رِن٘گائ؛			Panj Surah Translation	1	2
410b9702e60df51564182f9f366f6cbffba6d3cb0b7ea892f5afbd8f4713efd8	لُوں مژ نہ نھېلہ گلے پیݜی چھا پھت کری۔			Desi Ilaaja (Draft)	1	2
4112137a2c6b2bab752f9e77c0568e6571047476b9c94e11cf458775cf818fd5	مقصد یا زرَت گی تھی؟			Column for Magazine Shaari(Draft)	1	2
41151d64774d2fd30d82931112b0921c5ae3d460ad87071063621e26bdd0cff2	کلہۡ کلہۡ سو اَلگلی تَپ چَک ہُوئسیۡ			Funny Story for Magazine Shaari(Draft)	1	2
41167bd823acb386d8733fae34c9c0cb9605df87fdf5bd2f1e55435b2266dd1c	اُو کلہۡ کلہۡ حُکُماں رٹان٘لو ہُوئ تُھو،			Warya Usool e Fiqha	1	2
41199714da9d7b22af54effa3351172709310cbb152f43e3eb424a44b51e6ed7	ڇا دیسؤں ہریۡ کھیائ کھیں بیماری ختم ہوتھی۔			Desi Ilaaja (Draft)	1	2
411cbcb25809625065785b49cbd3f7a698d2e4877008838d3de6e4d98b76ad24	رسولؐ پاکے دَشُوئ دُوۡبیۡش ماݜہ اېک کور لا بھَیاؤ لہ تَلاں حَملہ نیۡ ہو۔			Sawaat Paighambar	1	2
41296835ecbd44bc92b958ff7fbe3b7ffbdf7c27218937a75021a08d7f372a3e	کھیں آرام اےتھی۔			Desi Ilaaja (Draft)	1	2
4144da055dbf39d46b9b775cd081239a12cdbcb12e4086e1f9f862ddc91b74f8	اہمیتں تصدیق کرات تسئیں وجہ ہِن سئیں آزاد طور ہِن				1	3
416710fa693c33d73e9d4d80e1c0a2d6a78151e4691a33e2263d5210796cb58c	آں سامُوٹھیۡ بِھیَیں دُوالشَیں لا دُنَیں نہ پڑدا کیریۡ۔			Sawaat Paighambar	1	2
416a371cef18fb4f5d0c3ddf1d3e9c9ee04b0fb419a8a8c6eaf892c836844ad3	چین اکثر تُحفیوں لا کُور ہوئ تھی۔			self	1	8
4182ce019293740d181d4c3de303d8920b88c275d45fc306a32c983bec405e90	ڇِہېلؤں بان: ”زاں رب شِدیۡ تھُو چے بے ڇِہېل تھہ			Panj Surah Translation	1	2
418584e297395a78d845e311cd5005c5178f310333d4d3b8529ede6e61d8e0f9	ݜس بیماری مژ بٹہ لا یا بھاں مژ تازا آں سُرسہۡ امہ واں رس			Desi Ilaaja (Draft)	1	2
4191a419f6e85f3d5e2d93a18fa79990fcd4d22afbf52f82f43d6b2aef3913a8	وہ با اللہ پاکاں گی حُکمہ تھو؟			Dialogue for Magazine Shaari(Draft)	1	3
41966b2cf7f4a809d12b2634da2f3b13c4896d94585767107d8bd91bb9b9adcd	لاقَت یا ختُم ہُوئ تھی آں یا اَرگٹی ہُوئ تھی،			Warya Usool e Fiqha	1	2
419ed1ed246480f7d0f8d9c3e50cc0b849087f2b89a33ff7e0c61aeb8c4b7953	الہۡ مسہ مہ گتہ دڑی ہوں تھی			Column for Social Media	1	2
41a2205790a4485898bc589cdf12dbe9e27b9bda9d58fcf76c55eee5b5633f18	بکَر مَئیں نیڅارہ څھے خو ݜِیَو ݜُوں څھے۔			IK proverbs	1	3
41a9b7992ae4e813ab39510c4a6bf71e9468581297364219d518ca86d6faa30a	تعلیم تے ٹیکنالوجییں ضرورت تے اہمیت پھت نېرُژیۡ تھی،			Column for Magazine Shaari(Draft)	1	2
41be5ad7607cc39f6465ff797f7ba57196f181664fe7df31cc8eb7e61329b63c	اسی ہِن ہر ماݜ آزادی ہِن تَیں رائ دی تُھو			Short Essay on Social Media	1	2
41cd430e22fcfb1be1e1ad28ec847cffbe9f8ae8b91ec3950d11bc0631c24940	تُو تاں پن٘ڑہۡ دھا پاتیُوں اے“۔			Story (Draft)	1	2
41d11ddc15caf4d2fa1c1d5db60855c2ad0be6fa880b814e2c93e73252aa0294	ڙھؤ وخت بئ یا چِݜہ ہُوتُھو			Story (Draft)	1	2
41ddc54cf56b354fa419ef5d41febf74cd98cf0c0651a90158ff6050cc4eecb2	پُور دیس وے گائ لن٘گھا			Story (Draft)	1	2
41de4a3593d89e527fd0249e70e5f051c7fc294f219ee8fa317ddd5209383073	”بہ او بچڑئ!ہلہۡ،تے ثواب ہو تُھو“			Story (Draft)	1	2
41e8b4ba68e53921d311e27fc95ab176541309061a74268318370c81bf0a1391	بیت اللہ (اللہ پاکاں بھا) نہ بېت المقدسے (پاک بَھئ) ہرِل؛			Sawaat Paighambar	1	2
41f9fabda97faa68ebc4038aa2d416bdbe749b46317557bc2881e8a3920135c9	ݜَلہ کَھئیں پُوئیں انتظام تُھو اَئی؟			Indus Kohistani- Urdu- English Conversation	1	2
41fcbe3aeb1f425c992adbbadfca09e372cc38c356b73d6413f25a38eadc53b0	صفائیاں گی کردار تُھو؟			Column for Social Media	1	2
