clip	duration[ms]
common_voice_mvy_42020581.mp3	6120
common_voice_mvy_42007850.mp3	2736
common_voice_mvy_42389411.mp3	3816
common_voice_mvy_42395111.mp3	3276
common_voice_mvy_42348329.mp3	6876
common_voice_mvy_42414988.mp3	3816
common_voice_mvy_42366681.mp3	4356
common_voice_mvy_42393945.mp3	4680
common_voice_mvy_42092966.mp3	3960
common_voice_mvy_42081169.mp3	6048
common_voice_mvy_42391208.mp3	4140
common_voice_mvy_42081282.mp3	4860
common_voice_mvy_42397710.mp3	4320
common_voice_mvy_42384541.mp3	3960
common_voice_mvy_42383594.mp3	3456
common_voice_mvy_42365273.mp3	4896
common_voice_mvy_42347538.mp3	5148
common_voice_mvy_42079956.mp3	5976
common_voice_mvy_42074851.mp3	2880
common_voice_mvy_42387970.mp3	2628
common_voice_mvy_42086085.mp3	6876
common_voice_mvy_42367843.mp3	6516
common_voice_mvy_42396062.mp3	4068
common_voice_mvy_42380389.mp3	5976
common_voice_mvy_42393238.mp3	3816
common_voice_mvy_42395328.mp3	5760
common_voice_mvy_42368511.mp3	5328
common_voice_mvy_42080485.mp3	3276
common_voice_mvy_42474238.mp3	4608
common_voice_mvy_42556888.mp3	6228
common_voice_mvy_42363234.mp3	9000
common_voice_mvy_42084014.mp3	4536
common_voice_mvy_42347306.mp3	3888
common_voice_mvy_42043068.mp3	4536
common_voice_mvy_42089231.mp3	3276
common_voice_mvy_42346236.mp3	4176
common_voice_mvy_42008708.mp3	4500
common_voice_mvy_42394942.mp3	2808
common_voice_mvy_42053438.mp3	5400
common_voice_mvy_42363167.mp3	3888
common_voice_mvy_42397452.mp3	5040
common_voice_mvy_42494264.mp3	4536
common_voice_mvy_42397925.mp3	3240
common_voice_mvy_42381144.mp3	3456
common_voice_mvy_42390798.mp3	3996
common_voice_mvy_42080835.mp3	3996
common_voice_mvy_42380435.mp3	4248
common_voice_mvy_42008704.mp3	5688
common_voice_mvy_42350933.mp3	4248
common_voice_mvy_42079832.mp3	5976
common_voice_mvy_42391154.mp3	5436
common_voice_mvy_42130393.mp3	9576
common_voice_mvy_42394655.mp3	2988
common_voice_mvy_42378892.mp3	6696
common_voice_mvy_42547570.mp3	3816
common_voice_mvy_42347201.mp3	3420
common_voice_mvy_42080556.mp3	3276
common_voice_mvy_42079351.mp3	3456
common_voice_mvy_42365799.mp3	4608
common_voice_mvy_42063694.mp3	3528
common_voice_mvy_42396337.mp3	6480
common_voice_mvy_42011753.mp3	5688
common_voice_mvy_42064816.mp3	3996
common_voice_mvy_42383861.mp3	3780
common_voice_mvy_42060885.mp3	3240
common_voice_mvy_42392033.mp3	5436
common_voice_mvy_42007976.mp3	3456
common_voice_mvy_42363591.mp3	3960
common_voice_mvy_42351735.mp3	4176
common_voice_mvy_42520382.mp3	5400
common_voice_mvy_42379225.mp3	4896
common_voice_mvy_42064059.mp3	8460
common_voice_mvy_42023173.mp3	7668
common_voice_mvy_42350220.mp3	5868
common_voice_mvy_42557224.mp3	7668
common_voice_mvy_42520371.mp3	5400
common_voice_mvy_42006933.mp3	4068
common_voice_mvy_42085265.mp3	3636
common_voice_mvy_42053437.mp3	4140
common_voice_mvy_42360423.mp3	3168
common_voice_mvy_42363523.mp3	3996
common_voice_mvy_42370193.mp3	2340
common_voice_mvy_42394295.mp3	5976
common_voice_mvy_42494265.mp3	4608
common_voice_mvy_42008544.mp3	3456
common_voice_mvy_42361173.mp3	3888
common_voice_mvy_42053055.mp3	5040
common_voice_mvy_42072973.mp3	9936
common_voice_mvy_42363114.mp3	5040
common_voice_mvy_42081004.mp3	12276
common_voice_mvy_42361260.mp3	3780
common_voice_mvy_42384646.mp3	3240
common_voice_mvy_42007166.mp3	6480
common_voice_mvy_42062766.mp3	3240
common_voice_mvy_42075641.mp3	3960
common_voice_mvy_42370330.mp3	5688
common_voice_mvy_42357827.mp3	5940
common_voice_mvy_42395005.mp3	2916
common_voice_mvy_42394316.mp3	4788
common_voice_mvy_42375772.mp3	4500
common_voice_mvy_42180491.mp3	3096
common_voice_mvy_42351367.mp3	3996
common_voice_mvy_42012653.mp3	3960
common_voice_mvy_42414960.mp3	7560
common_voice_mvy_42393445.mp3	5076
common_voice_mvy_42024856.mp3	3888
common_voice_mvy_42060284.mp3	3780
common_voice_mvy_42075978.mp3	7236
common_voice_mvy_42362654.mp3	3888
common_voice_mvy_42351819.mp3	3348
common_voice_mvy_42376728.mp3	5076
common_voice_mvy_42180494.mp3	3636
common_voice_mvy_42350334.mp3	3096
common_voice_mvy_42380774.mp3	2700
common_voice_mvy_42370122.mp3	3960
common_voice_mvy_42064275.mp3	7920
common_voice_mvy_42042528.mp3	6480
common_voice_mvy_42370696.mp3	3096
common_voice_mvy_42080758.mp3	4896
common_voice_mvy_42560092.mp3	4680
common_voice_mvy_42393511.mp3	3348
common_voice_mvy_42369090.mp3	4140
common_voice_mvy_42362191.mp3	3888
common_voice_mvy_42389269.mp3	5328
common_voice_mvy_42080455.mp3	5400
common_voice_mvy_42363821.mp3	3708
common_voice_mvy_42060983.mp3	9720
common_voice_mvy_42092980.mp3	6660
common_voice_mvy_42478936.mp3	4716
common_voice_mvy_42081587.mp3	3636
common_voice_mvy_42052606.mp3	4860
common_voice_mvy_42393524.mp3	5040
common_voice_mvy_42387699.mp3	5076
common_voice_mvy_42363976.mp3	4608
common_voice_mvy_42361211.mp3	4500
common_voice_mvy_42370095.mp3	3780
common_voice_mvy_42363838.mp3	6516
common_voice_mvy_42042248.mp3	4608
common_voice_mvy_42369221.mp3	5868
common_voice_mvy_42352254.mp3	3600
common_voice_mvy_42042527.mp3	4500
common_voice_mvy_42380152.mp3	5580
common_voice_mvy_42421657.mp3	7236
common_voice_mvy_42390752.mp3	5796
common_voice_mvy_42351283.mp3	9360
common_voice_mvy_42389035.mp3	3780
common_voice_mvy_42052762.mp3	4428
common_voice_mvy_42395733.mp3	5580
common_voice_mvy_42368872.mp3	4176
common_voice_mvy_42351328.mp3	4680
common_voice_mvy_42410248.mp3	2700
common_voice_mvy_42363702.mp3	4536
common_voice_mvy_42370440.mp3	3888
common_voice_mvy_42370574.mp3	6156
common_voice_mvy_42397335.mp3	3276
common_voice_mvy_42367492.mp3	5076
common_voice_mvy_42008008.mp3	6660
common_voice_mvy_42478859.mp3	5400
common_voice_mvy_42076142.mp3	4968
common_voice_mvy_42363204.mp3	3060
common_voice_mvy_42383614.mp3	4068
common_voice_mvy_42380128.mp3	3708
common_voice_mvy_42055943.mp3	5508
common_voice_mvy_42389979.mp3	5256
common_voice_mvy_42008202.mp3	2988
common_voice_mvy_42008445.mp3	4860
common_voice_mvy_42042564.mp3	4176
common_voice_mvy_42478935.mp3	5508
common_voice_mvy_42093114.mp3	3708
common_voice_mvy_42396426.mp3	5688
common_voice_mvy_42397043.mp3	3276
common_voice_mvy_42066450.mp3	6156
common_voice_mvy_42375782.mp3	3780
common_voice_mvy_42021516.mp3	6408
common_voice_mvy_42362768.mp3	3996
common_voice_mvy_42368677.mp3	8280
common_voice_mvy_42375748.mp3	4176
common_voice_mvy_42393049.mp3	3060
common_voice_mvy_42006523.mp3	3708
common_voice_mvy_42079213.mp3	3564
common_voice_mvy_42547569.mp3	3600
common_voice_mvy_42077307.mp3	2556
common_voice_mvy_42346835.mp3	2988
common_voice_mvy_42012652.mp3	5940
common_voice_mvy_42363495.mp3	5508
common_voice_mvy_42348613.mp3	6840
common_voice_mvy_42124238.mp3	4608
common_voice_mvy_42392270.mp3	5436
common_voice_mvy_42369771.mp3	5580
common_voice_mvy_42080244.mp3	7560
common_voice_mvy_42079827.mp3	5796
common_voice_mvy_42074901.mp3	2988
common_voice_mvy_42078884.mp3	2556
common_voice_mvy_42376447.mp3	4248
common_voice_mvy_42547792.mp3	5148
common_voice_mvy_42395997.mp3	3816
common_voice_mvy_42375839.mp3	3636
common_voice_mvy_42397072.mp3	4860
common_voice_mvy_42363753.mp3	3060
common_voice_mvy_42024591.mp3	9288
common_voice_mvy_42010711.mp3	3780
common_voice_mvy_42386520.mp3	4176
common_voice_mvy_42351542.mp3	8100
common_voice_mvy_42520441.mp3	6480
common_voice_mvy_42351873.mp3	8460
common_voice_mvy_42414143.mp3	4428
common_voice_mvy_42351684.mp3	3168
common_voice_mvy_42395199.mp3	4716
common_voice_mvy_42451768.mp3	4608
common_voice_mvy_42393390.mp3	2988
common_voice_mvy_42020685.mp3	7596
common_voice_mvy_42055518.mp3	3420
common_voice_mvy_42347672.mp3	4860
common_voice_mvy_42011893.mp3	4248
common_voice_mvy_42381253.mp3	3708
common_voice_mvy_42063064.mp3	7596
common_voice_mvy_42363820.mp3	3600
common_voice_mvy_42042180.mp3	3888
common_voice_mvy_42024838.mp3	4320
common_voice_mvy_42604505.mp3	5076
common_voice_mvy_42736066.mp3	5400
common_voice_mvy_42373511.mp3	5868
common_voice_mvy_42348385.mp3	9828
common_voice_mvy_42395200.mp3	4716
common_voice_mvy_42347150.mp3	4788
common_voice_mvy_42374192.mp3	5148
common_voice_mvy_42064492.mp3	3096
common_voice_mvy_42055427.mp3	4896
common_voice_mvy_42438288.mp3	4860
common_voice_mvy_42012195.mp3	4248
common_voice_mvy_42454039.mp3	4680
common_voice_mvy_42055381.mp3	3816
common_voice_mvy_42056598.mp3	11448
common_voice_mvy_42078625.mp3	3096
common_voice_mvy_42079286.mp3	4248
common_voice_mvy_42380663.mp3	5508
common_voice_mvy_42366661.mp3	6048
common_voice_mvy_42011227.mp3	6156
common_voice_mvy_42367325.mp3	5220
common_voice_mvy_42357163.mp3	2988
common_voice_mvy_42060361.mp3	4896
common_voice_mvy_42052632.mp3	3060
common_voice_mvy_42380504.mp3	4500
common_voice_mvy_42347027.mp3	3348
common_voice_mvy_42180548.mp3	4428
common_voice_mvy_42370043.mp3	5076
common_voice_mvy_42397214.mp3	3240
common_voice_mvy_42403079.mp3	4140
common_voice_mvy_42361865.mp3	8676
common_voice_mvy_42347605.mp3	3456
common_voice_mvy_42345977.mp3	5220
common_voice_mvy_42547830.mp3	3600
common_voice_mvy_42393467.mp3	4788
common_voice_mvy_42394315.mp3	3096
common_voice_mvy_42072909.mp3	5688
common_voice_mvy_42357844.mp3	3780
common_voice_mvy_42350739.mp3	3096
common_voice_mvy_42397408.mp3	5040
common_voice_mvy_42346972.mp3	3600
common_voice_mvy_42042200.mp3	3456
common_voice_mvy_42042536.mp3	7236
common_voice_mvy_42350640.mp3	3636
common_voice_mvy_42387781.mp3	3096
common_voice_mvy_42363712.mp3	3888
common_voice_mvy_42389767.mp3	4680
common_voice_mvy_42591161.mp3	5976
common_voice_mvy_42396721.mp3	6048
common_voice_mvy_42023158.mp3	5400
common_voice_mvy_42021228.mp3	5940
common_voice_mvy_42367796.mp3	8676
common_voice_mvy_42379158.mp3	4248
common_voice_mvy_42080880.mp3	4176
common_voice_mvy_42387923.mp3	3348
common_voice_mvy_42706528.mp3	5868
common_voice_mvy_42085549.mp3	4680
common_voice_mvy_42413633.mp3	4716
common_voice_mvy_42383640.mp3	3456
common_voice_mvy_42413358.mp3	3636
common_voice_mvy_42394460.mp3	4716
common_voice_mvy_42077250.mp3	4608
common_voice_mvy_42380154.mp3	5688
common_voice_mvy_42060787.mp3	4860
common_voice_mvy_42084684.mp3	6480
common_voice_mvy_42369211.mp3	3780
common_voice_mvy_42348893.mp3	4356
common_voice_mvy_42377815.mp3	7956
common_voice_mvy_42413341.mp3	6768
common_voice_mvy_42347202.mp3	4680
common_voice_mvy_42403061.mp3	6516
common_voice_mvy_42079760.mp3	2988
common_voice_mvy_42093096.mp3	7236
common_voice_mvy_42364241.mp3	3996
common_voice_mvy_42392561.mp3	5940
common_voice_mvy_42363710.mp3	4860
common_voice_mvy_42396564.mp3	4896
common_voice_mvy_42021114.mp3	8136
common_voice_mvy_42053160.mp3	5688
common_voice_mvy_42052986.mp3	3636
common_voice_mvy_42361158.mp3	4896
common_voice_mvy_42080028.mp3	7056
common_voice_mvy_42369386.mp3	2988
common_voice_mvy_42415215.mp3	4428
common_voice_mvy_42396231.mp3	6156
common_voice_mvy_43136375.mp3	4788
common_voice_mvy_42077326.mp3	5256
common_voice_mvy_42403902.mp3	3348
common_voice_mvy_42006940.mp3	2628
common_voice_mvy_42052656.mp3	4320
common_voice_mvy_42397923.mp3	3096
common_voice_mvy_42396573.mp3	6120
common_voice_mvy_42055906.mp3	4860
common_voice_mvy_42385674.mp3	6228
common_voice_mvy_42377630.mp3	3060
common_voice_mvy_42351310.mp3	6660
common_voice_mvy_42078863.mp3	5076
common_voice_mvy_42376195.mp3	3888
common_voice_mvy_42395672.mp3	2808
common_voice_mvy_42363625.mp3	4788
common_voice_mvy_42369826.mp3	2916
common_voice_mvy_42361859.mp3	4176
common_voice_mvy_42180422.mp3	3348
common_voice_mvy_42352423.mp3	5040
common_voice_mvy_42092665.mp3	5148
common_voice_mvy_42378551.mp3	3528
common_voice_mvy_42357065.mp3	4248
common_voice_mvy_42367320.mp3	6120
common_voice_mvy_42067840.mp3	2700
common_voice_mvy_42079257.mp3	5508
common_voice_mvy_42380759.mp3	4500
common_voice_mvy_42369162.mp3	5940
common_voice_mvy_42384827.mp3	5616
common_voice_mvy_42379803.mp3	4356
common_voice_mvy_42020637.mp3	3600
common_voice_mvy_42396427.mp3	3420
common_voice_mvy_42079628.mp3	4608
common_voice_mvy_42575035.mp3	4716
common_voice_mvy_42384196.mp3	4356
common_voice_mvy_42380559.mp3	5868
common_voice_mvy_42369836.mp3	5436
common_voice_mvy_42396236.mp3	4788
common_voice_mvy_42080375.mp3	4248
common_voice_mvy_42085161.mp3	9756
common_voice_mvy_42073824.mp3	7380
common_voice_mvy_42392502.mp3	5796
common_voice_mvy_42013301.mp3	6048
common_voice_mvy_42380602.mp3	5436
common_voice_mvy_42376399.mp3	2340
common_voice_mvy_42383840.mp3	3096
common_voice_mvy_42006990.mp3	5616
common_voice_mvy_42382704.mp3	6660
common_voice_mvy_42362279.mp3	6336
common_voice_mvy_42081283.mp3	4176
common_voice_mvy_42391147.mp3	7776
common_voice_mvy_42348553.mp3	4140
common_voice_mvy_42397282.mp3	5328
common_voice_mvy_42079469.mp3	5328
common_voice_mvy_42552865.mp3	3960
common_voice_mvy_42079196.mp3	5976
common_voice_mvy_42096473.mp3	3708
common_voice_mvy_42382181.mp3	5328
common_voice_mvy_42385017.mp3	3816
common_voice_mvy_42007369.mp3	5256
common_voice_mvy_42124228.mp3	9936
common_voice_mvy_42533354.mp3	4968
common_voice_mvy_42397516.mp3	3420
common_voice_mvy_42011963.mp3	3708
common_voice_mvy_42093034.mp3	3636
common_voice_mvy_42394292.mp3	3240
common_voice_mvy_42370266.mp3	4608
common_voice_mvy_42383375.mp3	4140
common_voice_mvy_42403376.mp3	7920
common_voice_mvy_42394888.mp3	2808
common_voice_mvy_42394620.mp3	4680
common_voice_mvy_42007167.mp3	4176
common_voice_mvy_42060925.mp3	4176
common_voice_mvy_42363873.mp3	4140
common_voice_mvy_42438136.mp3	3348
common_voice_mvy_42397573.mp3	3600
common_voice_mvy_42381191.mp3	3888
common_voice_mvy_42277906.mp3	5148
common_voice_mvy_42060339.mp3	6300
common_voice_mvy_42020521.mp3	3960
common_voice_mvy_42515063.mp3	3780
common_voice_mvy_42011321.mp3	4536
common_voice_mvy_42397106.mp3	9828
common_voice_mvy_42348427.mp3	8820
common_voice_mvy_42060262.mp3	3780
common_voice_mvy_42007723.mp3	4140
common_voice_mvy_42363007.mp3	4068
common_voice_mvy_42073815.mp3	7200
common_voice_mvy_42362648.mp3	5976
common_voice_mvy_42364033.mp3	3636
common_voice_mvy_42370733.mp3	2988
common_voice_mvy_42373836.mp3	7056
common_voice_mvy_42007839.mp3	4500
common_voice_mvy_42520416.mp3	3888
common_voice_mvy_42363652.mp3	3888
common_voice_mvy_42467367.mp3	4176
common_voice_mvy_42383449.mp3	4716
common_voice_mvy_42378868.mp3	4248
common_voice_mvy_42079115.mp3	3528
common_voice_mvy_42378923.mp3	3888
common_voice_mvy_42011952.mp3	3456
common_voice_mvy_42393060.mp3	2916
common_voice_mvy_42042295.mp3	5040
common_voice_mvy_42396395.mp3	3348
common_voice_mvy_42384764.mp3	4608
common_voice_mvy_42011828.mp3	5580
common_voice_mvy_42361222.mp3	7128
common_voice_mvy_42367755.mp3	3960
common_voice_mvy_42067185.mp3	2628
common_voice_mvy_42556779.mp3	7848
common_voice_mvy_42367242.mp3	3888
common_voice_mvy_42474255.mp3	4680
common_voice_mvy_42066446.mp3	4536
common_voice_mvy_42010500.mp3	3528
common_voice_mvy_48992968.mp3	4860
common_voice_mvy_42073008.mp3	4500
common_voice_mvy_42363010.mp3	3096
common_voice_mvy_42367146.mp3	6876
common_voice_mvy_42393879.mp3	4968
common_voice_mvy_42073005.mp3	3708
common_voice_mvy_42042977.mp3	7128
common_voice_mvy_42363116.mp3	4356
common_voice_mvy_42376436.mp3	8676
common_voice_mvy_42080153.mp3	5760
common_voice_mvy_42380634.mp3	3960
common_voice_mvy_42347207.mp3	4176
common_voice_mvy_42380171.mp3	7308
common_voice_mvy_42360063.mp3	3816
common_voice_mvy_42397179.mp3	4968
common_voice_mvy_42373656.mp3	4356
common_voice_mvy_42089188.mp3	8748
common_voice_mvy_42042291.mp3	7236
common_voice_mvy_42392985.mp3	5796
common_voice_mvy_42080791.mp3	4248
common_voice_mvy_42078732.mp3	3780
common_voice_mvy_42363704.mp3	4608
common_voice_mvy_42373413.mp3	4248
common_voice_mvy_42413593.mp3	4680
common_voice_mvy_42394238.mp3	3060
common_voice_mvy_42395729.mp3	3456
common_voice_mvy_42375259.mp3	4536
common_voice_mvy_42052722.mp3	3708
common_voice_mvy_42394735.mp3	6228
common_voice_mvy_42496660.mp3	9540
common_voice_mvy_42081245.mp3	6408
common_voice_mvy_42376316.mp3	6048
common_voice_mvy_42352092.mp3	3420
common_voice_mvy_42368865.mp3	6480
common_voice_mvy_42012031.mp3	5328
common_voice_mvy_42380880.mp3	6048
common_voice_mvy_42089545.mp3	3888
common_voice_mvy_42546193.mp3	4320
common_voice_mvy_42360180.mp3	3636
common_voice_mvy_42363328.mp3	4176
common_voice_mvy_42092663.mp3	4140
common_voice_mvy_42384791.mp3	9468
common_voice_mvy_42014197.mp3	6120
common_voice_mvy_42356344.mp3	4536
common_voice_mvy_42367512.mp3	4896
common_voice_mvy_42382651.mp3	4500
common_voice_mvy_42373415.mp3	6048
common_voice_mvy_42357071.mp3	3168
common_voice_mvy_42078555.mp3	6696
common_voice_mvy_42064038.mp3	5148
common_voice_mvy_42063750.mp3	3096
common_voice_mvy_42079523.mp3	5256
common_voice_mvy_42010175.mp3	3168
common_voice_mvy_42367098.mp3	4896
common_voice_mvy_42007848.mp3	2700
common_voice_mvy_42364686.mp3	6408
common_voice_mvy_42390070.mp3	2916
common_voice_mvy_42382918.mp3	3780
common_voice_mvy_42064060.mp3	7560
common_voice_mvy_42067917.mp3	3960
common_voice_mvy_42376398.mp3	3096
common_voice_mvy_42011873.mp3	5976
common_voice_mvy_42478926.mp3	3708
common_voice_mvy_42547604.mp3	4320
common_voice_mvy_42021518.mp3	5400
common_voice_mvy_42381004.mp3	4320
common_voice_mvy_42361893.mp3	4176
common_voice_mvy_42533343.mp3	4356
common_voice_mvy_42061315.mp3	3528
common_voice_mvy_42063951.mp3	9108
common_voice_mvy_42387800.mp3	4428
common_voice_mvy_42348546.mp3	3276
common_voice_mvy_42394566.mp3	3096
common_voice_mvy_42373914.mp3	5940
common_voice_mvy_42395361.mp3	3528
common_voice_mvy_42397048.mp3	4968
common_voice_mvy_42361506.mp3	6660
common_voice_mvy_42084059.mp3	5940
common_voice_mvy_42089742.mp3	5796
common_voice_mvy_42412742.mp3	3420
common_voice_mvy_42380920.mp3	5616
common_voice_mvy_42361776.mp3	4536
common_voice_mvy_42395178.mp3	3960
common_voice_mvy_42008245.mp3	5400
common_voice_mvy_42080242.mp3	5976
common_voice_mvy_42011874.mp3	4608
common_voice_mvy_42077242.mp3	6156
common_voice_mvy_42042189.mp3	6948
common_voice_mvy_42370094.mp3	2628
common_voice_mvy_42075491.mp3	6048
common_voice_mvy_42089076.mp3	3240
common_voice_mvy_42387881.mp3	2808
common_voice_mvy_42438236.mp3	2736
common_voice_mvy_42042121.mp3	3960
common_voice_mvy_42074823.mp3	3276
common_voice_mvy_42383235.mp3	3528
common_voice_mvy_42360194.mp3	4140
common_voice_mvy_42081002.mp3	4320
common_voice_mvy_42395698.mp3	5256
common_voice_mvy_42370704.mp3	5256
common_voice_mvy_42365610.mp3	5940
common_voice_mvy_42368832.mp3	4536
common_voice_mvy_42568130.mp3	4968
common_voice_mvy_42350271.mp3	3780
common_voice_mvy_42356235.mp3	5796
common_voice_mvy_42013067.mp3	6228
common_voice_mvy_42393763.mp3	5868
common_voice_mvy_42358195.mp3	4428
common_voice_mvy_42373706.mp3	3996
common_voice_mvy_42064294.mp3	3888
common_voice_mvy_42379154.mp3	6588
common_voice_mvy_42392533.mp3	5580
common_voice_mvy_42369398.mp3	4608
common_voice_mvy_42089333.mp3	6660
common_voice_mvy_42079117.mp3	5868
common_voice_mvy_42010447.mp3	3780
common_voice_mvy_42350608.mp3	4680
common_voice_mvy_42351162.mp3	5868
common_voice_mvy_42397514.mp3	4428
common_voice_mvy_42053479.mp3	5688
common_voice_mvy_42078909.mp3	4788
common_voice_mvy_42347052.mp3	5148
common_voice_mvy_42060811.mp3	4500
common_voice_mvy_42414235.mp3	3240
common_voice_mvy_42370369.mp3	5400
common_voice_mvy_42062778.mp3	9576
common_voice_mvy_42363452.mp3	5076
common_voice_mvy_42384372.mp3	3528
common_voice_mvy_42363999.mp3	4068
common_voice_mvy_42365617.mp3	4320
common_voice_mvy_42376544.mp3	2916
common_voice_mvy_42078908.mp3	6660
common_voice_mvy_42351360.mp3	3456
common_voice_mvy_42007584.mp3	4140
common_voice_mvy_42391974.mp3	3708
common_voice_mvy_42079740.mp3	3816
common_voice_mvy_42396437.mp3	3456
common_voice_mvy_42451769.mp3	4068
common_voice_mvy_42515089.mp3	3996
common_voice_mvy_42396516.mp3	5148
common_voice_mvy_42363860.mp3	5868
common_voice_mvy_42011640.mp3	6660
common_voice_mvy_42360646.mp3	6480
common_voice_mvy_42012141.mp3	4968
common_voice_mvy_42365095.mp3	3888
common_voice_mvy_42351415.mp3	7416
common_voice_mvy_42089119.mp3	3240
common_voice_mvy_42381142.mp3	4356
common_voice_mvy_42061042.mp3	2916
common_voice_mvy_42079322.mp3	7056
common_voice_mvy_42080798.mp3	6840
common_voice_mvy_42380940.mp3	4680
common_voice_mvy_42393159.mp3	3456
common_voice_mvy_42380760.mp3	6588
common_voice_mvy_42385100.mp3	7920
common_voice_mvy_42361903.mp3	4068
common_voice_mvy_42374237.mp3	5580
common_voice_mvy_42393690.mp3	3636
common_voice_mvy_42520423.mp3	3276
common_voice_mvy_42073703.mp3	6768
common_voice_mvy_42065742.mp3	4320
common_voice_mvy_42085564.mp3	3420
common_voice_mvy_42124674.mp3	6120
common_voice_mvy_42008429.mp3	2808
common_voice_mvy_42405466.mp3	3708
common_voice_mvy_42397502.mp3	2916
common_voice_mvy_42380901.mp3	3996
common_voice_mvy_42380157.mp3	6768
common_voice_mvy_42396059.mp3	3528
common_voice_mvy_42347711.mp3	5400
common_voice_mvy_42074819.mp3	4608
common_voice_mvy_42086278.mp3	3276
common_voice_mvy_42366984.mp3	5040
common_voice_mvy_42080317.mp3	3168
common_voice_mvy_42389973.mp3	3420
common_voice_mvy_42356857.mp3	3456
common_voice_mvy_42360073.mp3	5508
common_voice_mvy_42060769.mp3	3996
common_voice_mvy_42065646.mp3	3096
common_voice_mvy_43579290.mp3	4896
common_voice_mvy_42402953.mp3	4068
common_voice_mvy_42395029.mp3	5148
common_voice_mvy_42011323.mp3	6048
common_voice_mvy_42386114.mp3	4860
common_voice_mvy_42393205.mp3	4428
common_voice_mvy_42080499.mp3	3636
common_voice_mvy_42370439.mp3	2916
common_voice_mvy_42389992.mp3	7020
common_voice_mvy_42064269.mp3	9036
common_voice_mvy_42387864.mp3	3168
common_voice_mvy_42351549.mp3	4428
common_voice_mvy_42079712.mp3	2880
common_voice_mvy_42360569.mp3	3708
common_voice_mvy_42089190.mp3	4716
common_voice_mvy_42362602.mp3	4356
common_voice_mvy_42348552.mp3	4248
common_voice_mvy_42024855.mp3	5400
common_voice_mvy_42080348.mp3	6516
common_voice_mvy_42008090.mp3	3600
common_voice_mvy_42060973.mp3	8028
common_voice_mvy_42494238.mp3	5328
common_voice_mvy_42391220.mp3	4788
common_voice_mvy_42358476.mp3	5040
common_voice_mvy_42007907.mp3	7200
common_voice_mvy_42357004.mp3	3708
common_voice_mvy_42021169.mp3	4356
common_voice_mvy_42376594.mp3	7056
common_voice_mvy_42060258.mp3	4716
common_voice_mvy_42397814.mp3	3096
common_voice_mvy_42367639.mp3	6048
common_voice_mvy_42363701.mp3	3996
common_voice_mvy_42023176.mp3	3168
common_voice_mvy_42395090.mp3	3636
common_voice_mvy_42392879.mp3	3600
common_voice_mvy_42393649.mp3	3096
common_voice_mvy_42382740.mp3	4248
common_voice_mvy_42383643.mp3	5616
common_voice_mvy_42393007.mp3	2988
common_voice_mvy_42023163.mp3	6948
common_voice_mvy_42080500.mp3	4428
common_voice_mvy_42053125.mp3	3960
common_voice_mvy_42079830.mp3	3348
common_voice_mvy_42374233.mp3	6660
common_voice_mvy_42547661.mp3	3456
common_voice_mvy_42556879.mp3	7560
common_voice_mvy_42550612.mp3	4608
common_voice_mvy_42438249.mp3	3708
common_voice_mvy_42551686.mp3	3960
common_voice_mvy_42585985.mp3	7416
common_voice_mvy_42367363.mp3	4176
common_voice_mvy_42392269.mp3	8100
common_voice_mvy_42382283.mp3	5256
common_voice_mvy_42397076.mp3	4608
common_voice_mvy_42180503.mp3	2880
common_voice_mvy_42086653.mp3	5688
common_voice_mvy_42180428.mp3	3240
common_voice_mvy_42055738.mp3	6516
common_voice_mvy_42022396.mp3	4248
common_voice_mvy_42064063.mp3	3456
common_voice_mvy_42413645.mp3	5868
common_voice_mvy_42043248.mp3	3600
common_voice_mvy_42552939.mp3	5940
common_voice_mvy_42380261.mp3	6300
common_voice_mvy_42405490.mp3	3996
common_voice_mvy_42060044.mp3	8100
common_voice_mvy_42378688.mp3	5580
common_voice_mvy_42389363.mp3	6120
common_voice_mvy_42072885.mp3	7200
common_voice_mvy_42061246.mp3	7272
common_voice_mvy_42390294.mp3	2628
common_voice_mvy_42081217.mp3	5976
common_voice_mvy_42374203.mp3	4788
common_voice_mvy_42390479.mp3	4896
common_voice_mvy_42350782.mp3	3816
common_voice_mvy_42075529.mp3	5508
common_voice_mvy_42375300.mp3	5040
common_voice_mvy_42064257.mp3	6120
common_voice_mvy_42384734.mp3	4536
common_voice_mvy_42363038.mp3	4680
common_voice_mvy_42394732.mp3	4068
common_voice_mvy_42010381.mp3	4968
common_voice_mvy_42053449.mp3	4428
common_voice_mvy_42060295.mp3	7956
common_voice_mvy_42405529.mp3	3096
common_voice_mvy_42130425.mp3	3636
common_voice_mvy_42367403.mp3	3420
common_voice_mvy_42392829.mp3	3780
common_voice_mvy_42053712.mp3	2556
common_voice_mvy_42384461.mp3	3240
common_voice_mvy_42418721.mp3	4536
common_voice_mvy_42361491.mp3	6516
common_voice_mvy_42012143.mp3	5616
common_voice_mvy_42351402.mp3	3276
common_voice_mvy_42389404.mp3	4608
common_voice_mvy_42007782.mp3	8100
common_voice_mvy_42356267.mp3	5220
common_voice_mvy_42393388.mp3	3060
common_voice_mvy_42404613.mp3	3096
common_voice_mvy_42429038.mp3	3780
common_voice_mvy_42389050.mp3	4500
common_voice_mvy_42062557.mp3	6768
common_voice_mvy_42376448.mp3	2880
common_voice_mvy_42380800.mp3	10080
